=== monotype round-robin: 18 teams, 153 pairs, 8 games/pair, 200ms search, 22 workers, 1224 total games ===
  [ 0] Dork Team
  [ 1] Totally Normal Team
  [ 2] Spooky Team
  [ 3] Supa Fitingu
  [ 4] I Believe In Fairies
  [ 5] Grounded Grounded Grounded
  [ 6] Ice Ice Baby
  [ 7] Heavy Metal
  [ 8] Stop Bugging Me
  [ 9] Electric Boogaloo
  [10] Fly Away Now
  [11] Toxic Team
  [12] Rock Hard
  [13] RuPauls Dragon Race
  [14] Soft and Wet
  [15] Your Ass is Grass
  [16] Brain Blast
  [17] Disco Inferno
  [61/1224] 42s
  [122/1224] 83s
  [183/1224] 129s
  [244/1224] 183s
  [305/1224] 227s
  [366/1224] 286s
  [427/1224] 328s
  [488/1224] 368s
  [549/1224] 407s
  [610/1224] 456s
  [671/1224] 512s
  [732/1224] 558s
  [793/1224] 601s
  [854/1224] 648s
  [915/1224] 691s
  [976/1224] 735s
  [1037/1224] 791s
  [1098/1224] 844s
  [1159/1224] 892s
  [1220/1224] 931s

Done in 938s

=== Per-pair results ===
               Dork Team vs Totally Normal Team   :   8W   0L   0D (100.0% for Dork Team, 8/8 decided)
            Ice Ice Baby vs Electric Boogaloo     :   1W   7L   0D ( 12.5% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Fly Away Now          :   2W   6L   0D ( 25.0% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Toxic Team            :   0W   8L   0D (  0.0% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Rock Hard             :   0W   2L   6D (  0.0% for Ice Ice Baby, 2/8 decided)
            Ice Ice Baby vs RuPauls Dragon Race   :   1W   7L   0D ( 12.5% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Soft and Wet          :   4W   1L   3D ( 80.0% for Ice Ice Baby, 5/8 decided)
            Ice Ice Baby vs Your Ass is Grass     :   2W   6L   0D ( 25.0% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Brain Blast           :   0W   8L   0D (  0.0% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Disco Inferno         :   0W   8L   0D (  0.0% for Ice Ice Baby, 8/8 decided)
             Heavy Metal vs Stop Bugging Me       :   7W   1L   0D ( 87.5% for Heavy Metal, 8/8 decided)
             Heavy Metal vs Electric Boogaloo     :   8W   0L   0D (100.0% for Heavy Metal, 8/8 decided)
             Heavy Metal vs Fly Away Now          :   5W   3L   0D ( 62.5% for Heavy Metal, 8/8 decided)
             Heavy Metal vs Toxic Team            :   4W   2L   2D ( 66.7% for Heavy Metal, 6/8 decided)
             Heavy Metal vs Rock Hard             :   8W   0L   0D (100.0% for Heavy Metal, 8/8 decided)
             Heavy Metal vs RuPauls Dragon Race   :   7W   0L   1D (100.0% for Heavy Metal, 7/8 decided)
             Heavy Metal vs Soft and Wet          :   0W   0L   8D (  0.0% for Heavy Metal, 0/8 decided)
             Heavy Metal vs Your Ass is Grass     :   6W   2L   0D ( 75.0% for Heavy Metal, 8/8 decided)
             Heavy Metal vs Brain Blast           :   1W   6L   1D ( 14.3% for Heavy Metal, 7/8 decided)
             Heavy Metal vs Disco Inferno         :   0W   8L   0D (  0.0% for Heavy Metal, 8/8 decided)
         Stop Bugging Me vs Electric Boogaloo     :   1W   6L   1D ( 14.3% for Stop Bugging Me, 7/8 decided)
         Stop Bugging Me vs Fly Away Now          :   1W   7L   0D ( 12.5% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs Toxic Team            :   0W   8L   0D (  0.0% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs Rock Hard             :   2W   6L   0D ( 25.0% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs RuPauls Dragon Race   :   7W   1L   0D ( 87.5% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs Soft and Wet          :   0W   6L   2D (  0.0% for Stop Bugging Me, 6/8 decided)
         Stop Bugging Me vs Your Ass is Grass     :   7W   1L   0D ( 87.5% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs Brain Blast           :   6W   2L   0D ( 75.0% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs Disco Inferno         :   0W   8L   0D (  0.0% for Stop Bugging Me, 8/8 decided)
       Electric Boogaloo vs Fly Away Now          :   3W   5L   0D ( 37.5% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Toxic Team            :   1W   7L   0D ( 12.5% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Rock Hard             :   0W   8L   0D (  0.0% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs RuPauls Dragon Race   :   0W   8L   0D (  0.0% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Soft and Wet          :   2W   0L   6D (100.0% for Electric Boogaloo, 2/8 decided)
       Electric Boogaloo vs Your Ass is Grass     :   4W   4L   0D ( 50.0% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Brain Blast           :   0W   8L   0D (  0.0% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Disco Inferno         :   3W   5L   0D ( 37.5% for Electric Boogaloo, 8/8 decided)
            Fly Away Now vs Toxic Team            :   0W   7L   1D (  0.0% for Fly Away Now, 7/8 decided)
            Fly Away Now vs Rock Hard             :   0W   8L   0D (  0.0% for Fly Away Now, 8/8 decided)
            Fly Away Now vs RuPauls Dragon Race   :   4W   2L   2D ( 66.7% for Fly Away Now, 6/8 decided)
            Fly Away Now vs Soft and Wet          :   2W   0L   6D (100.0% for Fly Away Now, 2/8 decided)
            Fly Away Now vs Your Ass is Grass     :   5W   1L   2D ( 83.3% for Fly Away Now, 6/8 decided)
            Fly Away Now vs Brain Blast           :   2W   4L   2D ( 33.3% for Fly Away Now, 6/8 decided)
            Fly Away Now vs Disco Inferno         :   3W   5L   0D ( 37.5% for Fly Away Now, 8/8 decided)
              Toxic Team vs Rock Hard             :   6W   1L   1D ( 85.7% for Toxic Team, 7/8 decided)
              Toxic Team vs RuPauls Dragon Race   :   0W   8L   0D (  0.0% for Toxic Team, 8/8 decided)
              Toxic Team vs Soft and Wet          :   0W   0L   8D (  0.0% for Toxic Team, 0/8 decided)
              Toxic Team vs Your Ass is Grass     :   8W   0L   0D (100.0% for Toxic Team, 8/8 decided)
              Toxic Team vs Brain Blast           :   8W   0L   0D (100.0% for Toxic Team, 8/8 decided)
              Toxic Team vs Disco Inferno         :   0W   8L   0D (  0.0% for Toxic Team, 8/8 decided)
               Rock Hard vs RuPauls Dragon Race   :   0W   8L   0D (  0.0% for Rock Hard, 8/8 decided)
               Rock Hard vs Soft and Wet          :   2W   0L   6D (100.0% for Rock Hard, 2/8 decided)
               Rock Hard vs Your Ass is Grass     :   3W   5L   0D ( 37.5% for Rock Hard, 8/8 decided)
               Rock Hard vs Brain Blast           :   5W   2L   1D ( 71.4% for Rock Hard, 7/8 decided)
               Rock Hard vs Disco Inferno         :   8W   0L   0D (100.0% for Rock Hard, 8/8 decided)
     RuPauls Dragon Race vs Soft and Wet          :   6W   2L   0D ( 75.0% for RuPauls Dragon Race, 8/8 decided)
     RuPauls Dragon Race vs Your Ass is Grass     :   8W   0L   0D (100.0% for RuPauls Dragon Race, 8/8 decided)
     RuPauls Dragon Race vs Brain Blast           :   4W   3L   1D ( 57.1% for RuPauls Dragon Race, 7/8 decided)
     RuPauls Dragon Race vs Disco Inferno         :   6W   2L   0D ( 75.0% for RuPauls Dragon Race, 8/8 decided)
            Soft and Wet vs Your Ass is Grass     :   1W   7L   0D ( 12.5% for Soft and Wet, 8/8 decided)
            Soft and Wet vs Brain Blast           :   0W   0L   8D (  0.0% for Soft and Wet, 0/8 decided)
            Soft and Wet vs Disco Inferno         :   0W   5L   3D (  0.0% for Soft and Wet, 5/8 decided)
       Your Ass is Grass vs Brain Blast           :   8W   0L   0D (100.0% for Your Ass is Grass, 8/8 decided)
       Your Ass is Grass vs Disco Inferno         :   3W   5L   0D ( 37.5% for Your Ass is Grass, 8/8 decided)
             Brain Blast vs Disco Inferno         :   0W   8L   0D (  0.0% for Brain Blast, 8/8 decided)

=== Per-team standings (Wilson 95% CI on decided games) ===
                    team    win%           95% CI     W/   L/   D  decided%
           Disco Inferno   74.6%     [66.4, 81.4]    94/  32/  10   92.6%
             Heavy Metal   69.2%     [59.9, 77.1]    74/  33/  29   78.7%
     RuPauls Dragon Race   67.2%     [58.5, 74.9]    82/  40/  14   89.7%
              Toxic Team   64.0%     [54.9, 72.3]    73/  41/  22   83.8%
            Supa Fitingu   60.5%     [51.5, 68.8]    72/  47/  17   87.5%
             Spooky Team   56.5%     [47.1, 65.5]    61/  47/  28   79.4%
               Rock Hard   54.6%     [45.7, 63.3]    65/  54/  17   87.5%
               Dork Team   52.4%     [43.7, 61.0]    65/  59/  12   91.2%
  Grounded Grounded Gro…   49.6%     [40.6, 58.6]    57/  58/  21   84.6%
             Brain Blast   49.2%     [40.4, 58.0]    59/  61/  16   88.2%
    I Believe In Fairies   48.9%     [40.5, 57.3]    65/  68/   3   97.8%
         Stop Bugging Me   47.3%     [38.9, 55.9]    61/  68/   7   94.9%
            Soft and Wet   46.9%     [35.2, 58.9]    30/  34/  72   47.1%
       Your Ass is Grass   46.3%     [38.0, 54.7]    62/  72/   2   98.5%
            Fly Away Now   45.5%     [36.6, 54.8]    51/  61/  24   82.4%
       Electric Boogaloo   26.6%     [19.7, 34.8]    34/  94/   8   94.1%
     Totally Normal Team   25.8%     [18.1, 35.3]    25/  72/  39   71.3%
            Ice Ice Baby   13.2%     [ 8.3, 20.4]    16/ 105/  15   89.0%

Note: Tera-suppressed (monotype rule). Move choices ending in '-tera' were filtered before each turn.
