=== monotype round-robin: 18 teams, 153 pairs, 8 games/pair, 200ms search, 22 workers, 1224 total games ===
  [ 0] Dork Team
  [ 1] Totally Normal Team
  [ 2] Spooky Team
  [ 3] Supa Fitingu
  [ 4] I Believe In Fairies
  [ 5] Grounded Grounded Grounded
  [ 6] Ice Ice Baby
  [ 7] Heavy Metal
  [ 8] Stop Bugging Me
  [ 9] Electric Boogaloo
  [10] Fly Away Now
  [11] Toxic Team
  [12] Rock Hard
  [13] RuPauls Dragon Race
  [14] Soft and Wet
  [15] Your Ass is Grass
  [16] Brain Blast
  [17] Disco Inferno
  [61/1224] 75s
  [122/1224] 144s
  [183/1224] 217s
  [244/1224] 309s
  [305/1224] 385s
  [366/1224] 472s
  [427/1224] 545s
  [488/1224] 614s
  [549/1224] 688s
  [610/1224] 778s
  [671/1224] 884s
  [732/1224] 955s
  [793/1224] 1051s
  [854/1224] 1136s
  [915/1224] 1220s
  [976/1224] 1295s
  [1037/1224] 1399s
  [1098/1224] 1476s
  [1159/1224] 1543s
  [1220/1224] 1617s

Done in 1624s

=== Per-pair results ===
               Dork Team vs Totally Normal Team   :   2W   0L   6D (100.0% for Dork Team, 2/8 decided)
     Totally Normal Team vs Stop Bugging Me       :   0W   7L   1D (  0.0% for Totally Normal Team, 7/8 decided)
     Totally Normal Team vs Electric Boogaloo     :   6W   2L   0D ( 75.0% for Totally Normal Team, 8/8 decided)
     Totally Normal Team vs Fly Away Now          :   4W   0L   4D (100.0% for Totally Normal Team, 4/8 decided)
     Totally Normal Team vs Toxic Team            :   0W   3L   5D (  0.0% for Totally Normal Team, 3/8 decided)
     Totally Normal Team vs Rock Hard             :   1W   5L   2D ( 16.7% for Totally Normal Team, 6/8 decided)
     Totally Normal Team vs RuPauls Dragon Race   :   0W   4L   4D (  0.0% for Totally Normal Team, 4/8 decided)
     Totally Normal Team vs Soft and Wet          :   0W   2L   6D (  0.0% for Totally Normal Team, 2/8 decided)
     Totally Normal Team vs Your Ass is Grass     :   1W   3L   4D ( 25.0% for Totally Normal Team, 4/8 decided)
     Totally Normal Team vs Brain Blast           :   1W   6L   1D ( 14.3% for Totally Normal Team, 7/8 decided)
     Totally Normal Team vs Disco Inferno         :   0W   7L   1D (  0.0% for Totally Normal Team, 7/8 decided)
             Spooky Team vs Supa Fitingu          :   8W   0L   0D (100.0% for Spooky Team, 8/8 decided)
             Spooky Team vs I Believe In Fairies  :   4W   4L   0D ( 50.0% for Spooky Team, 8/8 decided)
             Spooky Team vs Grounded Grounded Gro…:   4W   4L   0D ( 50.0% for Spooky Team, 8/8 decided)
             Spooky Team vs Ice Ice Baby          :   3W   0L   5D (100.0% for Spooky Team, 3/8 decided)
             Spooky Team vs Heavy Metal           :   2W   2L   4D ( 50.0% for Spooky Team, 4/8 decided)
             Spooky Team vs Stop Bugging Me       :   0W   4L   4D (  0.0% for Spooky Team, 4/8 decided)
             Spooky Team vs Electric Boogaloo     :   7W   1L   0D ( 87.5% for Spooky Team, 8/8 decided)
             Spooky Team vs Fly Away Now          :   2W   3L   3D ( 40.0% for Spooky Team, 5/8 decided)
             Spooky Team vs Toxic Team            :   0W   5L   3D (  0.0% for Spooky Team, 5/8 decided)
             Spooky Team vs Rock Hard             :   1W   0L   7D (100.0% for Spooky Team, 1/8 decided)
             Spooky Team vs RuPauls Dragon Race   :   5W   1L   2D ( 83.3% for Spooky Team, 6/8 decided)
             Spooky Team vs Soft and Wet          :   1W   1L   6D ( 50.0% for Spooky Team, 2/8 decided)
             Spooky Team vs Your Ass is Grass     :   7W   1L   0D ( 87.5% for Spooky Team, 8/8 decided)
             Spooky Team vs Brain Blast           :   6W   1L   1D ( 85.7% for Spooky Team, 7/8 decided)
             Spooky Team vs Disco Inferno         :   0W   7L   1D (  0.0% for Spooky Team, 7/8 decided)
            Supa Fitingu vs I Believe In Fairies  :   2W   6L   0D ( 25.0% for Supa Fitingu, 8/8 decided)
            Supa Fitingu vs Grounded Grounded Gro…:   2W   5L   1D ( 28.6% for Supa Fitingu, 7/8 decided)
            Supa Fitingu vs Ice Ice Baby          :   4W   0L   4D (100.0% for Supa Fitingu, 4/8 decided)
            Supa Fitingu vs Heavy Metal           :   5W   1L   2D ( 83.3% for Supa Fitingu, 6/8 decided)
            Supa Fitingu vs Stop Bugging Me       :   7W   1L   0D ( 87.5% for Supa Fitingu, 8/8 decided)
            Supa Fitingu vs Electric Boogaloo     :   6W   0L   2D (100.0% for Supa Fitingu, 6/8 decided)
            Supa Fitingu vs Fly Away Now          :   3W   3L   2D ( 50.0% for Supa Fitingu, 6/8 decided)
            Supa Fitingu vs Toxic Team            :   7W   1L   0D ( 87.5% for Supa Fitingu, 8/8 decided)
            Supa Fitingu vs Rock Hard             :   8W   0L   0D (100.0% for Supa Fitingu, 8/8 decided)
            Supa Fitingu vs RuPauls Dragon Race   :   2W   5L   1D ( 28.6% for Supa Fitingu, 7/8 decided)
            Supa Fitingu vs Soft and Wet          :   1W   0L   7D (100.0% for Supa Fitingu, 1/8 decided)
            Supa Fitingu vs Your Ass is Grass     :   4W   4L   0D ( 50.0% for Supa Fitingu, 8/8 decided)
            Supa Fitingu vs Brain Blast           :   6W   0L   2D (100.0% for Supa Fitingu, 6/8 decided)
            Supa Fitingu vs Disco Inferno         :   6W   1L   1D ( 85.7% for Supa Fitingu, 7/8 decided)
    I Believe In Fairies vs Grounded Grounded Gro…:   0W   8L   0D (  0.0% for I Believe In Fairies, 8/8 decided)
    I Believe In Fairies vs Ice Ice Baby          :   7W   1L   0D ( 87.5% for I Believe In Fairies, 8/8 decided)
    I Believe In Fairies vs Heavy Metal           :   2W   6L   0D ( 25.0% for I Believe In Fairies, 8/8 decided)
    I Believe In Fairies vs Stop Bugging Me       :   3W   5L   0D ( 37.5% for I Believe In Fairies, 8/8 decided)
    I Believe In Fairies vs Electric Boogaloo     :   4W   4L   0D ( 50.0% for I Believe In Fairies, 8/8 decided)
    I Believe In Fairies vs Fly Away Now          :   2W   5L   1D ( 28.6% for I Believe In Fairies, 7/8 decided)
    I Believe In Fairies vs Toxic Team            :   3W   5L   0D ( 37.5% for I Believe In Fairies, 8/8 decided)
    I Believe In Fairies vs Rock Hard             :   8W   0L   0D (100.0% for I Believe In Fairies, 8/8 decided)
    I Believe In Fairies vs RuPauls Dragon Race   :   2W   5L   1D ( 28.6% for I Believe In Fairies, 7/8 decided)
    I Believe In Fairies vs Soft and Wet          :   0W   5L   3D (  0.0% for I Believe In Fairies, 5/8 decided)
    I Believe In Fairies vs Your Ass is Grass     :   4W   4L   0D ( 50.0% for I Believe In Fairies, 8/8 decided)
    I Believe In Fairies vs Brain Blast           :   2W   5L   1D ( 28.6% for I Believe In Fairies, 7/8 decided)
    I Believe In Fairies vs Disco Inferno         :   0W   8L   0D (  0.0% for I Believe In Fairies, 8/8 decided)
  Grounded Grounded Gro… vs Ice Ice Baby          :   2W   5L   1D ( 28.6% for Grounded Grounded Gro…, 7/8 decided)
  Grounded Grounded Gro… vs Heavy Metal           :   3W   4L   1D ( 42.9% for Grounded Grounded Gro…, 7/8 decided)
  Grounded Grounded Gro… vs Stop Bugging Me       :   2W   3L   3D ( 40.0% for Grounded Grounded Gro…, 5/8 decided)
  Grounded Grounded Gro… vs Electric Boogaloo     :   6W   0L   2D (100.0% for Grounded Grounded Gro…, 6/8 decided)
  Grounded Grounded Gro… vs Fly Away Now          :   0W   0L   8D (  0.0% for Grounded Grounded Gro…, 0/8 decided)
  Grounded Grounded Gro… vs Toxic Team            :   6W   2L   0D ( 75.0% for Grounded Grounded Gro…, 8/8 decided)
  Grounded Grounded Gro… vs Rock Hard             :   0W   5L   3D (  0.0% for Grounded Grounded Gro…, 5/8 decided)
  Grounded Grounded Gro… vs RuPauls Dragon Race   :   7W   1L   0D ( 87.5% for Grounded Grounded Gro…, 8/8 decided)
  Grounded Grounded Gro… vs Soft and Wet          :   3W   0L   5D (100.0% for Grounded Grounded Gro…, 3/8 decided)
  Grounded Grounded Gro… vs Your Ass is Grass     :   5W   3L   0D ( 62.5% for Grounded Grounded Gro…, 8/8 decided)
  Grounded Grounded Gro… vs Brain Blast           :   0W   8L   0D (  0.0% for Grounded Grounded Gro…, 8/8 decided)
  Grounded Grounded Gro… vs Disco Inferno         :   2W   6L   0D ( 25.0% for Grounded Grounded Gro…, 8/8 decided)
            Ice Ice Baby vs Heavy Metal           :   0W   5L   3D (  0.0% for Ice Ice Baby, 5/8 decided)
            Ice Ice Baby vs Stop Bugging Me       :   0W   8L   0D (  0.0% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Electric Boogaloo     :   4W   3L   1D ( 57.1% for Ice Ice Baby, 7/8 decided)
            Ice Ice Baby vs Fly Away Now          :   0W   6L   2D (  0.0% for Ice Ice Baby, 6/8 decided)
            Ice Ice Baby vs Toxic Team            :   0W   8L   0D (  0.0% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Rock Hard             :   0W   3L   5D (  0.0% for Ice Ice Baby, 3/8 decided)
            Ice Ice Baby vs RuPauls Dragon Race   :   1W   7L   0D ( 12.5% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Soft and Wet          :   4W   1L   3D ( 80.0% for Ice Ice Baby, 5/8 decided)
            Ice Ice Baby vs Your Ass is Grass     :   2W   5L   1D ( 28.6% for Ice Ice Baby, 7/8 decided)
            Ice Ice Baby vs Brain Blast           :   0W   8L   0D (  0.0% for Ice Ice Baby, 8/8 decided)
            Ice Ice Baby vs Disco Inferno         :   1W   5L   2D ( 16.7% for Ice Ice Baby, 6/8 decided)
             Heavy Metal vs Stop Bugging Me       :   8W   0L   0D (100.0% for Heavy Metal, 8/8 decided)
             Heavy Metal vs Electric Boogaloo     :   8W   0L   0D (100.0% for Heavy Metal, 8/8 decided)
             Heavy Metal vs Fly Away Now          :   3W   4L   1D ( 42.9% for Heavy Metal, 7/8 decided)
             Heavy Metal vs Toxic Team            :   8W   0L   0D (100.0% for Heavy Metal, 8/8 decided)
             Heavy Metal vs Rock Hard             :   6W   1L   1D ( 85.7% for Heavy Metal, 7/8 decided)
             Heavy Metal vs RuPauls Dragon Race   :   2W   3L   3D ( 40.0% for Heavy Metal, 5/8 decided)
             Heavy Metal vs Soft and Wet          :   1W   0L   7D (100.0% for Heavy Metal, 1/8 decided)
             Heavy Metal vs Your Ass is Grass     :   6W   2L   0D ( 75.0% for Heavy Metal, 8/8 decided)
             Heavy Metal vs Brain Blast           :   4W   4L   0D ( 50.0% for Heavy Metal, 8/8 decided)
             Heavy Metal vs Disco Inferno         :   1W   7L   0D ( 12.5% for Heavy Metal, 8/8 decided)
         Stop Bugging Me vs Electric Boogaloo     :   3W   4L   1D ( 42.9% for Stop Bugging Me, 7/8 decided)
         Stop Bugging Me vs Fly Away Now          :   1W   7L   0D ( 12.5% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs Toxic Team            :   1W   7L   0D ( 12.5% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs Rock Hard             :   1W   7L   0D ( 12.5% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs RuPauls Dragon Race   :   3W   2L   3D ( 60.0% for Stop Bugging Me, 5/8 decided)
         Stop Bugging Me vs Soft and Wet          :   1W   2L   5D ( 33.3% for Stop Bugging Me, 3/8 decided)
         Stop Bugging Me vs Your Ass is Grass     :   8W   0L   0D (100.0% for Stop Bugging Me, 8/8 decided)
         Stop Bugging Me vs Brain Blast           :   6W   1L   1D ( 85.7% for Stop Bugging Me, 7/8 decided)
         Stop Bugging Me vs Disco Inferno         :   0W   8L   0D (  0.0% for Stop Bugging Me, 8/8 decided)
       Electric Boogaloo vs Fly Away Now          :   5W   3L   0D ( 62.5% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Toxic Team            :   3W   5L   0D ( 37.5% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Rock Hard             :   0W   8L   0D (  0.0% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs RuPauls Dragon Race   :   0W   8L   0D (  0.0% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Soft and Wet          :   1W   1L   6D ( 50.0% for Electric Boogaloo, 2/8 decided)
       Electric Boogaloo vs Your Ass is Grass     :   2W   6L   0D ( 25.0% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Brain Blast           :   0W   8L   0D (  0.0% for Electric Boogaloo, 8/8 decided)
       Electric Boogaloo vs Disco Inferno         :   1W   4L   3D ( 20.0% for Electric Boogaloo, 5/8 decided)
            Fly Away Now vs Toxic Team            :   3W   2L   3D ( 60.0% for Fly Away Now, 5/8 decided)
            Fly Away Now vs Rock Hard             :   0W   6L   2D (  0.0% for Fly Away Now, 6/8 decided)
            Fly Away Now vs RuPauls Dragon Race   :   1W   5L   2D ( 16.7% for Fly Away Now, 6/8 decided)
            Fly Away Now vs Soft and Wet          :   1W   0L   7D (100.0% for Fly Away Now, 1/8 decided)
            Fly Away Now vs Your Ass is Grass     :   8W   0L   0D (100.0% for Fly Away Now, 8/8 decided)
            Fly Away Now vs Brain Blast           :   2W   4L   2D ( 33.3% for Fly Away Now, 6/8 decided)
            Fly Away Now vs Disco Inferno         :   0W   7L   1D (  0.0% for Fly Away Now, 7/8 decided)
              Toxic Team vs Rock Hard             :   6W   0L   2D (100.0% for Toxic Team, 6/8 decided)
              Toxic Team vs RuPauls Dragon Race   :   1W   7L   0D ( 12.5% for Toxic Team, 8/8 decided)
              Toxic Team vs Soft and Wet          :   0W   0L   8D (  0.0% for Toxic Team, 0/8 decided)
              Toxic Team vs Your Ass is Grass     :   8W   0L   0D (100.0% for Toxic Team, 8/8 decided)
              Toxic Team vs Brain Blast           :   1W   6L   1D ( 14.3% for Toxic Team, 7/8 decided)
              Toxic Team vs Disco Inferno         :   1W   7L   0D ( 12.5% for Toxic Team, 8/8 decided)
               Rock Hard vs RuPauls Dragon Race   :   1W   5L   2D ( 16.7% for Rock Hard, 6/8 decided)
               Rock Hard vs Soft and Wet          :   0W   0L   8D (  0.0% for Rock Hard, 0/8 decided)
               Rock Hard vs Your Ass is Grass     :   3W   5L   0D ( 37.5% for Rock Hard, 8/8 decided)
               Rock Hard vs Brain Blast           :   5W   0L   3D (100.0% for Rock Hard, 5/8 decided)
               Rock Hard vs Disco Inferno         :   8W   0L   0D (100.0% for Rock Hard, 8/8 decided)
     RuPauls Dragon Race vs Soft and Wet          :   5W   0L   3D (100.0% for RuPauls Dragon Race, 5/8 decided)
     RuPauls Dragon Race vs Your Ass is Grass     :   6W   2L   0D ( 75.0% for RuPauls Dragon Race, 8/8 decided)
     RuPauls Dragon Race vs Brain Blast           :   6W   2L   0D ( 75.0% for RuPauls Dragon Race, 8/8 decided)
     RuPauls Dragon Race vs Disco Inferno         :   4W   3L   1D ( 57.1% for RuPauls Dragon Race, 7/8 decided)
            Soft and Wet vs Your Ass is Grass     :   0W   0L   8D (  0.0% for Soft and Wet, 0/8 decided)
            Soft and Wet vs Brain Blast           :   0W   0L   8D (  0.0% for Soft and Wet, 0/8 decided)
            Soft and Wet vs Disco Inferno         :   0W   5L   3D (  0.0% for Soft and Wet, 5/8 decided)
       Your Ass is Grass vs Brain Blast           :   8W   0L   0D (100.0% for Your Ass is Grass, 8/8 decided)
       Your Ass is Grass vs Disco Inferno         :   0W   8L   0D (  0.0% for Your Ass is Grass, 8/8 decided)
             Brain Blast vs Disco Inferno         :   2W   6L   0D ( 25.0% for Brain Blast, 8/8 decided)

=== Per-team standings (Wilson 95% CI on decided games) ===
                    team    win%           95% CI     W/   L/   D  decided%
           Disco Inferno   74.0%     [65.6, 80.9]    91/  32/  13   90.4%
     RuPauls Dragon Race   67.5%     [58.5, 75.4]    77/  37/  22   83.8%
            Supa Fitingu   66.4%     [57.0, 74.6]    71/  36/  29   78.7%
             Heavy Metal   65.4%     [55.8, 73.8]    68/  36/  32   76.5%
             Spooky Team   61.9%     [51.9, 70.9]    60/  37/  39   71.3%
               Rock Hard   59.4%     [49.7, 68.5]    60/  41/  35   74.3%
               Dork Team   56.9%     [47.5, 65.8]    62/  47/  27   80.1%
  Grounded Grounded Gro…   56.8%     [47.5, 65.6]    63/  48/  25   81.6%
            Fly Away Now   50.0%     [40.2, 59.8]    48/  48/  40   70.6%
         Stop Bugging Me   49.1%     [40.2, 58.1]    57/  59/  20   85.3%
              Toxic Team   49.1%     [40.1, 58.2]    56/  58/  22   83.8%
             Brain Blast   47.8%     [38.9, 56.9]    55/  60/  21   84.6%
    I Believe In Fairies   45.7%     [37.4, 54.3]    59/  70/   7   94.9%
       Your Ass is Grass   39.7%     [31.4, 48.6]    48/  73/  15   89.0%
            Soft and Wet   31.6%     [19.1, 47.5]    12/  26/  98   27.9%
     Totally Normal Team   26.4%     [18.3, 36.6]    23/  64/  49   64.0%
       Electric Boogaloo   21.5%     [15.1, 29.6]    26/  95/  15   89.0%
            Ice Ice Baby   17.8%     [11.7, 26.1]    19/  88/  29   78.7%

Note: Tera-suppressed (monotype rule). Move choices ending in '-tera' were filtered before each turn.
